Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,user-definedlabeln
97.00,17.00,561.00,669783.00,86269.00,56311.00,72540.00,27721.00,124142.00,8656.00,2690.00,0
97.00,17.00,-184.00,1209137.00,20968.00,36474.00,6066.00,2220.00,14143.00,5331.00,3063.00,0
97.00,17.00,-54.00,121452.00,28598.00,17195.00,3941.00,1533.00,14673.00,673.00,173.00,0
97.00,17.00,-10.00,164070.00,2605.00,5336.00,4523.00,442.00,11737.00,572.00,843.00,0
100.00,10.00,54.00,2878092.00,375615.00,78036.00,302315.00,85800.00,324980.00,68135.00,34256.00,0
100.00,4.00,116.00,697171.00,152641.00,5497.00,20666.00,31423.00,300753.00,10511.00,1997.00,0
100.00,4.00,439.00,1287016.00,55455.00,30804.00,10238.00,17840.00,14908.00,11093.00,2984.00,0
100.00,4.00,-61.00,716679.00,26011.00,10537.00,13901.00,4971.00,31194.00,2764.00,676.00,0
78.00,14.00,-490.00,320868.00,42928.00,16941.00,20099.00,11200.00,13033.00,6464.00,1967.00,0
78.00,14.00,1440.00,1047058.00,15151.00,30184.00,12586.00,4430.00,11445.00,7050.00,967.00,0
78.00,14.00,25.00,61463.00,8105.00,13869.00,4322.00,426.00,3278.00,2978.00,1160.00,0
78.00,14.00,-394.00,115660.00,10303.00,8190.00,4182.00,3780.00,4472.00,3900.00,1187.00,0
69.00,24.00,-199.00,1811854.00,146251.00,81391.00,62819.00,14579.00,128339.00,27254.00,1229.00,0
69.00,24.00,541.00,552113.00,59401.00,11697.00,14966.00,4215.00,4644.00,10588.00,1238.00,0
69.00,24.00,-257.00,414481.00,17335.00,22961.00,16557.00,19389.00,19231.00,3362.00,1328.00,0
75.00,40.00,136.00,168638.00,9061.00,30897.00,6594.00,7660.00,42440.00,2530.00,633.00,0
75.00,40.00,102.00,715719.00,12560.00,29233.00,10408.00,1577.00,54048.00,871.00,704.00,0
75.00,40.00,-83.00,1971783.00,39990.00,15587.00,10646.00,8981.00,29040.00,19290.00,6204.00,0
75.00,40.00,-780.00,857408.00,27931.00,19709.00,18685.00,4041.00,7068.00,8559.00,1257.00,0
75.00,40.00,454.00,1016824.00,66448.00,9250.00,11249.00,7026.00,19947.00,7132.00,1423.00,0
75.00,40.00,-222.00,226063.00,3517.00,2782.00,3969.00,2753.00,5322.00,2175.00,392.00,0
61.00,57.00,-114.00,422652.00,72498.00,23114.00,34113.00,13575.00,77772.00,28938.00,3002.00,0
60.00,69.00,372.00,152622.00,40297.00,107536.00,4458.00,845.00,23795.00,3950.00,794.00,0
51.00,70.00,104.00,753520.00,160850.00,90459.00,54384.00,7351.00,71907.00,13243.00,3713.00,0
51.00,70.00,1018.00,15140.00,2367.00,5681.00,4639.00,4529.00,5762.00,1000.00,339.00,0
51.00,70.00,-277.00,1609679.00,16756.00,5475.00,21776.00,11441.00,10024.00,15416.00,1771.00,0
51.00,70.00,385.00,525941.00,20108.00,2712.00,50264.00,5602.00,31165.00,2587.00,683.00,0
51.00,70.00,-91.00,231746.00,35469.00,13956.00,24052.00,1888.00,71861.00,2274.00,1753.00,0
40.00,77.00,1.00,357390.00,49205.00,89688.00,68235.00,27470.00,80535.00,23237.00,6743.00,0
40.00,77.00,24.00,425490.00,21079.00,15424.00,15264.00,3859.00,46462.00,2795.00,1326.00,0
30.00,78.00,48.00,665303.00,189591.00,23868.00,103754.00,24159.00,98848.00,13087.00,8142.00,0
38.00,69.00,-125.00,808862.00,82899.00,34522.00,97286.00,72455.00,53281.00,42257.00,5411.00,0
23.00,74.00,121.00,1160047.00,251866.00,141838.00,116498.00,10043.00,37737.00,14836.00,5623.00,0
23.00,74.00,45.00,793330.00,26018.00,26472.00,11096.00,4688.00,19842.00,16396.00,685.00,0
43.00,51.00,89.00,134409.00,14056.00,2500.00,3732.00,1567.00,36792.00,661.00,598.00,0
43.00,51.00,-170.00,322632.00,20622.00,14649.00,24332.00,2783.00,75030.00,1328.00,488.00,0
43.00,51.00,252.00,74712.00,694.00,4515.00,4913.00,1011.00,10653.00,734.00,384.00,0
41.00,53.00,57.00,1007395.00,134968.00,72689.00,31790.00,20743.00,68414.00,27061.00,1872.00,0
41.00,53.00,-35.00,1965149.00,124595.00,89927.00,50673.00,13880.00,63093.00,28572.00,2484.00,0
81.00,43.00,-133.00,2759906.00,281257.00,276211.00,183836.00,28351.00,1083461.00,30059.00,9196.00,0
81.00,43.00,77.00,45543.00,4109.00,8433.00,3303.00,1035.00,9645.00,530.00,698.00,0
81.00,43.00,5.00,30279.00,1172.00,781.00,730.00,502.00,8653.00,549.00,70.00,0
40.00,51.00,-413.00,427941.00,398472.00,51952.00,69585.00,15950.00,34312.00,28907.00,4768.00,0
40.00,51.00,55.00,670872.00,72871.00,2337.00,11977.00,9580.00,6998.00,4997.00,1353.00,0
40.00,51.00,247.00,104935.00,36447.00,26646.00,15082.00,5660.00,23195.00,1807.00,779.00,0
27.00,48.00,29.00,437308.00,245780.00,27214.00,66479.00,25943.00,40040.00,29330.00,2958.00,0
35.00,43.00,-234.00,48005.00,28901.00,5634.00,17363.00,3076.00,21151.00,2965.00,755.00,0
35.00,43.00,356.00,321988.00,20845.00,8529.00,13873.00,2524.00,26722.00,1451.00,788.00,0
21.00,37.00,381.00,1277602.00,678191.00,183879.00,71972.00,103260.00,569922.00,61001.00,12315.00,0
35.00,47.00,-52.00,676415.00,111516.00,47053.00,72863.00,29202.00,45682.00,42082.00,2543.00,0
53.00,41.00,-390.00,584770.00,244437.00,13755.00,63322.00,36565.00,138900.00,7898.00,3504.00,0
53.00,41.00,374.00,795200.00,19108.00,2630.00,22181.00,8081.00,31175.00,2549.00,2960.00,0
61.00,30.00,363.00,1037033.00,265108.00,79064.00,30513.00,11416.00,305014.00,7955.00,3427.00,0
48.00,47.00,-535.00,636784.00,160274.00,159092.00,68989.00,30202.00,80508.00,32946.00,11685.00,0
66.00,48.00,-361.00,1665301.00,43299.00,73996.00,53385.00,9843.00,136006.00,5977.00,5104.00,0
48.00,63.00,358.00,795142.00,174185.00,127360.00,54032.00,18612.00,35510.00,31014.00,3592.00,0
44.00,78.00,356.00,1609388.00,51978.00,125854.00,44940.00,24298.00,135583.00,62476.00,4375.00,0
67.00,67.00,-97.00,1360183.00,50826.00,17773.00,37991.00,7631.00,136500.00,5691.00,1930.00,0
57.00,60.00,-286.00,1001120.00,134689.00,31769.00,33870.00,16537.00,72282.00,31197.00,2045.00,0
57.00,60.00,363.00,1044836.00,35728.00,7007.00,10278.00,11432.00,26708.00,2182.00,2813.00,0
93.00,40.00,651.00,2517441.00,411786.00,70152.00,114356.00,93473.00,1005261.00,56302.00,15117.00,0
93.00,40.00,-158.00,1016082.00,18181.00,51228.00,14411.00,2790.00,37200.00,2082.00,597.00,0
77.00,35.00,-389.00,607110.00,859845.00,199942.00,485069.00,48614.00,271633.00,45676.00,8961.00,0
41.00,35.00,205.00,967553.00,277898.00,34353.00,51542.00,9434.00,26712.00,26571.00,3026.00,0
41.00,35.00,108.00,164265.00,32278.00,9274.00,13905.00,1045.00,54685.00,2903.00,1703.00,0
35.00,48.00,19.00,641514.00,11911.00,8807.00,20740.00,5650.00,9673.00,5533.00,623.00,0
17.00,51.00,-506.00,1162254.00,165978.00,32948.00,21896.00,11698.00,91899.00,5102.00,4638.00,0
21.00,57.00,489.00,1643621.00,35426.00,69543.00,69674.00,50376.00,46425.00,22453.00,6683.00,0
21.00,57.00,954.00,110072.00,7757.00,3624.00,4269.00,2802.00,2300.00,2820.00,265.00,0
21.00,57.00,-98.00,2008496.00,37530.00,11919.00,26344.00,12140.00,30958.00,7139.00,2752.00,0
21.00,57.00,-199.00,1063950.00,27423.00,25240.00,9815.00,7836.00,20941.00,2240.00,993.00,0
27.00,50.00,13.00,713581.00,306690.00,14949.00,34902.00,58745.00,42036.00,37470.00,3251.00,0
27.00,50.00,-36.00,1159157.00,65121.00,10247.00,13821.00,7760.00,16883.00,12736.00,818.00,0
41.00,37.00,-60.00,1388316.00,109315.00,53984.00,12506.00,16056.00,98737.00,12313.00,2042.00,0
41.00,37.00,-38.00,2189854.00,148818.00,41563.00,54046.00,32548.00,72928.00,8758.00,4764.00,0
41.00,37.00,-145.00,1467908.00,35047.00,27161.00,15649.00,14181.00,12561.00,7550.00,2185.00,0
41.00,37.00,347.00,489000.00,15209.00,5033.00,12532.00,14513.00,8071.00,9021.00,1776.00,0
35.00,47.00,118.00,2006861.00,115116.00,44842.00,47841.00,25256.00,53093.00,49398.00,3212.00,0
40.00,35.00,48.00,121975.00,32945.00,1947.00,17413.00,4443.00,24219.00,2876.00,771.00,0
40.00,35.00,-251.00,167968.00,8299.00,1349.00,1791.00,268.00,13443.00,615.00,248.00,0
43.00,51.00,-90.00,159134.00,44466.00,11907.00,24257.00,2667.00,11906.00,12733.00,1151.00,0
37.00,47.00,-51.00,225938.00,26134.00,2351.00,6890.00,4692.00,13831.00,4123.00,890.00,0
37.00,47.00,-131.00,709236.00,36665.00,13587.00,14704.00,4750.00,34282.00,950.00,1439.00,0
37.00,47.00,-51.00,277747.00,71603.00,15342.00,17668.00,4810.00,38815.00,3674.00,914.00,0
37.00,47.00,-51.00,527201.00,20428.00,66974.00,5743.00,1334.00,28168.00,1762.00,576.00,0
40.00,48.00,-105.00,869998.00,111078.00,80339.00,19171.00,17265.00,59350.00,39323.00,2774.00,0
40.00,48.00,343.00,86420.00,9739.00,1067.00,3242.00,1163.00,5743.00,345.00,90.00,0
37.00,54.00,327.00,1135236.00,121328.00,46824.00,87031.00,16961.00,100894.00,8918.00,3805.00,0
44.00,44.00,-253.00,141904.00,68892.00,15452.00,6811.00,5060.00,25993.00,2359.00,436.00,0
44.00,53.00,-378.00,670927.00,25940.00,14308.00,9775.00,1508.00,20076.00,10964.00,790.00,0
63.00,50.00,332.00,170775.00,7654.00,8356.00,10692.00,6307.00,36384.00,533.00,1000.00,0
53.00,37.00,498.00,885346.00,1482875.00,62979.00,294684.00,92536.00,304905.00,30622.00,10513.00,0
53.00,37.00,-107.00,480016.00,23484.00,12529.00,12258.00,4110.00,15153.00,10428.00,891.00,0
50.00,44.00,-378.00,1175066.00,96614.00,18065.00,50342.00,16954.00,36462.00,48054.00,2490.00,0
50.00,38.00,-29.00,1685311.00,136367.00,47327.00,24769.00,51943.00,79443.00,10351.00,5002.00,0
50.00,38.00,437.00,239579.00,13253.00,5668.00,21242.00,3630.00,32490.00,2747.00,1308.00,0
37.00,37.00,-314.00,12589.00,25040.00,10288.00,5026.00,3984.00,17010.00,919.00,1309.00,0
56.00,40.00,218.00,1933255.00,57366.00,19579.00,12157.00,8300.00,64937.00,7369.00,2560.00,0
56.00,47.00,-139.00,2215011.00,123106.00,97915.00,78124.00,15267.00,70210.00,64728.00,3617.00,0
56.00,47.00,-11.00,1235520.00,60459.00,15833.00,17302.00,10159.00,12271.00,6203.00,441.00,0
77.00,43.00,-121.00,1070504.00,34907.00,13559.00,22924.00,3396.00,158028.00,3301.00,612.00,0
77.00,43.00,269.00,3353519.00,123759.00,26948.00,33652.00,26425.00,18697.00,21934.00,1930.00,0
90.00,40.00,162.00,719102.00,91265.00,46334.00,32995.00,9468.00,232394.00,12714.00,1399.00,0
78.00,47.00,-198.00,1970387.00,53865.00,42977.00,13799.00,13460.00,35976.00,39001.00,2218.00,0
80.00,41.00,-327.00,261430.00,142359.00,40388.00,69430.00,19796.00,66582.00,50287.00,3447.00,0
60.00,61.00,291.00,335723.00,6700.00,25576.00,11642.00,5711.00,18322.00,2076.00,478.00,0
51.00,64.00,407.00,1044051.00,109812.00,92712.00,16143.00,7915.00,178296.00,12229.00,1561.00,0
47.00,67.00,101.00,1103138.00,66037.00,22917.00,55488.00,23277.00,28837.00,41877.00,1590.00,0
43.00,70.00,-135.00,726213.00,55181.00,37707.00,45352.00,33306.00,29797.00,33616.00,3413.00,0
24.00,67.00,-283.00,100554.00,47539.00,15217.00,39244.00,4349.00,9109.00,1926.00,1777.00,0
24.00,67.00,258.00,105606.00,5097.00,4967.00,5668.00,430.00,7049.00,499.00,336.00,0
24.00,67.00,97.00,353849.00,10408.00,11545.00,15511.00,3161.00,26279.00,2918.00,1651.00,0
24.00,67.00,277.00,354959.00,21898.00,11715.00,14010.00,1616.00,36694.00,597.00,448.00,0
35.00,63.00,-26.00,779887.00,37083.00,24640.00,18940.00,10297.00,133359.00,8206.00,1721.00,0
35.00,66.00,-138.00,723114.00,151488.00,100161.00,166069.00,86346.00,87280.00,56767.00,10679.00,0
34.00,77.00,53.00,118680.00,122938.00,45699.00,27449.00,15581.00,15343.00,19290.00,4619.00,0
38.00,75.00,471.00,644496.00,63024.00,22720.00,10926.00,17492.00,16978.00,10810.00,5177.00,0
35.00,75.00,-625.00,1840843.00,298741.00,326147.00,122764.00,70519.00,88213.00,17619.00,27682.00,0
40.00,75.00,-75.00,184386.00,8517.00,12520.00,2717.00,2598.00,4882.00,725.00,1029.00,0
56.00,74.00,-44.00,78462.00,6768.00,2113.00,7250.00,10372.00,6542.00,2476.00,1790.00,0
44.00,67.00,199.00,848780.00,146761.00,16337.00,25719.00,8234.00,10857.00,19080.00,2158.00,0
44.00,74.00,45.00,310243.00,33926.00,87016.00,20481.00,18954.00,14587.00,10957.00,4622.00,0
40.00,77.00,-107.00,1091593.00,178502.00,363496.00,47728.00,46288.00,74002.00,35963.00,8917.00,0
24.00,69.00,4.00,1118066.00,115519.00,8217.00,26136.00,24312.00,14900.00,13591.00,3967.00,0
47.00,80.00,268.00,160551.00,14160.00,11281.00,4987.00,1873.00,12578.00,1510.00,371.00,0
51.00,69.00,-423.00,851278.00,155359.00,154518.00,32682.00,65664.00,58419.00,40192.00,6254.00,0
51.00,69.00,-205.00,13449.00,6521.00,1480.00,2169.00,614.00,1169.00,570.00,151.00,0
54.00,63.00,73.00,1073441.00,78095.00,17965.00,77475.00,21445.00,31108.00,8894.00,1896.00,0
54.00,60.00,312.00,1015515.00,1035163.00,174882.00,33583.00,14362.00,117877.00,56348.00,4737.00,0
48.00,67.00,45.00,586213.00,29190.00,21617.00,62029.00,15008.00,22990.00,10328.00,396.00,0
40.00,78.00,-146.00,1939899.00,23126.00,60189.00,19148.00,19838.00,7637.00,10086.00,1268.00,0
30.00,83.00,50.00,132980.00,70423.00,59096.00,52896.00,7342.00,16592.00,13578.00,3174.00,0
30.00,100.00,593.00,681148.00,281549.00,284580.00,21775.00,24683.00,53996.00,44998.00,11455.00,0
16.00,97.00,57.00,2282935.00,573873.00,295363.00,308725.00,47241.00,56864.00,58758.00,6401.00,0
27.00,83.00,-385.00,2551744.00,201942.00,51121.00,68366.00,23254.00,81145.00,76255.00,3899.00,0
34.00,77.00,316.00,203406.00,49295.00,33315.00,14376.00,11295.00,12397.00,21617.00,1389.00,0
34.00,63.00,49.00,1977387.00,555448.00,70513.00,89612.00,27977.00,62944.00,21015.00,5448.00,0
47.00,41.00,-165.00,1537220.00,248696.00,30695.00,16118.00,23306.00,60449.00,31396.00,3981.00,0
37.00,37.00,-9.00,191436.00,35330.00,8899.00,1491.00,2425.00,4204.00,2625.00,397.00,0
40.00,27.00,99.00,944393.00,68111.00,4311.00,22342.00,7993.00,14452.00,11813.00,2627.00,0
43.00,26.00,-18.00,2244261.00,133578.00,19533.00,14510.00,5892.00,24462.00,18975.00,672.00,0
30.00,29.00,160.00,946671.00,102739.00,7871.00,16163.00,12952.00,8627.00,31283.00,1237.00,0
35.00,37.00,-209.00,1618275.00,55004.00,22133.00,15743.00,11060.00,11511.00,7832.00,983.00,0
44.00,50.00,98.00,312810.00,3401.00,1785.00,7945.00,1706.00,5526.00,2256.00,285.00,0
29.00,43.00,18.00,920238.00,1022519.00,32125.00,106518.00,61481.00,36567.00,41397.00,6454.00,0
40.00,47.00,108.00,198662.00,27094.00,1742.00,6152.00,1071.00,6629.00,3095.00,664.00,0
54.00,44.00,-106.00,841005.00,24450.00,21756.00,5213.00,4735.00,29245.00,7609.00,1136.00,0
51.00,29.00,-75.00,151852.00,23823.00,1589.00,6420.00,1177.00,8215.00,3321.00,754.00,0
66.00,27.00,-43.00,1456184.00,589489.00,28525.00,39376.00,36456.00,85272.00,62959.00,4639.00,0
70.00,30.00,263.00,1877258.00,302150.00,44844.00,121061.00,32286.00,163745.00,59517.00,4528.00,0
56.00,24.00,12.00,976951.00,116297.00,24070.00,6974.00,4390.00,20357.00,23284.00,1370.00,0
54.00,37.00,-35.00,370730.00,42962.00,28713.00,21823.00,5367.00,21602.00,14747.00,854.00,0
48.00,56.00,-5.00,1065641.00,235698.00,54582.00,131734.00,32711.00,28198.00,59085.00,5382.00,0
30.00,61.00,257.00,640067.00,63773.00,5450.00,42013.00,14693.00,7115.00,8855.00,1935.00,0
35.00,61.00,-51.00,1049006.00,127028.00,9592.00,26031.00,8761.00,28692.00,27793.00,1251.00,0
34.00,61.00,-107.00,377651.00,79635.00,39725.00,56146.00,21950.00,29094.00,15408.00,2213.00,0
43.00,63.00,-89.00,1780675.00,190880.00,175720.00,38102.00,34140.00,69500.00,22785.00,6997.00,0
50.00,56.00,265.00,1066544.00,582559.00,75806.00,121219.00,13933.00,92312.00,50912.00,6538.00,0
51.00,69.00,6.00,304827.00,66600.00,8496.00,53636.00,4498.00,29242.00,8595.00,1702.00,0
56.00,64.00,-30.00,829864.00,34207.00,4170.00,23776.00,3194.00,19567.00,17997.00,2272.00,0
53.00,50.00,-12.00,1416270.00,103091.00,16631.00,11845.00,9287.00,19511.00,7611.00,837.00,0
57.00,43.00,227.00,336774.00,125662.00,11052.00,15107.00,8461.00,27028.00,10787.00,1264.00,0
48.00,40.00,-70.00,661158.00,79631.00,20405.00,23311.00,5688.00,12559.00,20908.00,879.00,0
51.00,26.00,54.00,548297.00,80805.00,10008.00,10842.00,12911.00,40735.00,6358.00,517.00,0
57.00,35.00,-39.00,756992.00,320510.00,22997.00,194644.00,36147.00,158275.00,30554.00,8593.00,0
50.00,41.00,-97.00,1656881.00,176587.00,31476.00,28605.00,9132.00,16921.00,20625.00,523.00,0
48.00,35.00,90.00,1802178.00,180464.00,22642.00,30017.00,4850.00,20833.00,29570.00,2043.00,0
38.00,44.00,70.00,803440.00,66932.00,11656.00,29251.00,17520.00,14789.00,14588.00,1070.00,0
27.00,38.00,34.00,582797.00,541591.00,62395.00,74483.00,37458.00,74256.00,69412.00,5081.00,0
29.00,37.00,107.00,563888.00,94117.00,11784.00,16790.00,5913.00,10504.00,13082.00,975.00,0
29.00,37.00,-57.00,252713.00,33402.00,4811.00,4285.00,1903.00,2933.00,9455.00,596.00,0
43.00,37.00,176.00,241996.00,53285.00,9829.00,7617.00,2206.00,22544.00,768.00,424.00,0
30.00,35.00,-131.00,166900.00,157207.00,32327.00,27993.00,6318.00,8502.00,10395.00,1553.00,0
30.00,35.00,-65.00,415302.00,57739.00,2071.00,2357.00,808.00,7304.00,4665.00,251.00,0
30.00,54.00,-41.00,500300.00,39927.00,79492.00,21666.00,9727.00,16262.00,11667.00,1952.00,0
37.00,51.00,250.00,1515963.00,371776.00,23059.00,74999.00,80322.00,64543.00,67417.00,2877.00,0
41.00,56.00,13.00,591516.00,50163.00,4095.00,38287.00,3850.00,53452.00,11904.00,2317.00,0
48.00,54.00,-147.00,306030.00,124466.00,23469.00,17237.00,10239.00,11558.00,12381.00,1680.00,0
43.00,27.00,74.00,971564.00,220766.00,9228.00,23143.00,10988.00,19366.00,18574.00,894.00,0
47.00,26.00,346.00,1166940.00,92320.00,10934.00,8387.00,8949.00,19559.00,9148.00,2085.00,0
44.00,21.00,38.00,693433.00,398950.00,152785.00,59794.00,70715.00,355153.00,19765.00,5063.00,0
50.00,34.00,-185.00,2309979.00,354189.00,259902.00,174928.00,107079.00,86430.00,74038.00,12853.00,0
47.00,47.00,258.00,2124980.00,76066.00,10699.00,28557.00,5925.00,6426.00,16030.00,2927.00,0
51.00,56.00,98.00,502231.00,91394.00,19459.00,33581.00,3064.00,45250.00,5556.00,1356.00,0
21.00,63.00,-321.00,1320551.00,748078.00,171400.00,229836.00,21259.00,33851.00,86724.00,6057.00,0
20.00,56.00,-109.00,1190426.00,277914.00,45652.00,72332.00,9671.00,35860.00,53162.00,4231.00,0
20.00,37.00,252.00,58984.00,92353.00,603.00,6942.00,2889.00,5011.00,4516.00,397.00,0
11.00,26.00,-37.00,205456.00,200397.00,21927.00,14239.00,3163.00,36814.00,5836.00,1450.00,0
34.00,24.00,13.00,154711.00,20771.00,7138.00,7888.00,4490.00,8501.00,3169.00,534.00,0
35.00,21.00,70.00,809461.00,338060.00,61248.00,68695.00,40148.00,52335.00,47767.00,15269.00,0
56.00,41.00,-41.00,888192.00,101162.00,34442.00,78118.00,52710.00,86737.00,42306.00,4634.00,0
57.00,56.00,-97.00,278146.00,63238.00,32260.00,14247.00,5198.00,18862.00,12497.00,742.00,0
64.00,40.00,419.00,445298.00,120837.00,7872.00,10369.00,2602.00,62840.00,2663.00,1030.00,0
69.00,38.00,32.00,1947778.00,167992.00,23245.00,33986.00,10671.00,36835.00,10332.00,2047.00,0
69.00,38.00,18.00,676926.00,47362.00,10650.00,6343.00,1918.00,4197.00,2966.00,398.00,0
57.00,48.00,-77.00,532981.00,36815.00,36771.00,27852.00,3899.00,13832.00,9613.00,1173.00,0
70.00,40.00,53.00,167754.00,20022.00,619.00,8702.00,2894.00,16848.00,804.00,214.00,0
48.00,50.00,38.00,857513.00,201717.00,38426.00,16107.00,10660.00,12911.00,8518.00,2819.00,0
56.00,56.00,-201.00,1505512.00,45807.00,29466.00,10327.00,7227.00,33286.00,8490.00,528.00,0
56.00,56.00,-65.00,54033.00,2977.00,368.00,715.00,200.00,5283.00,136.00,117.00,0
66.00,47.00,154.00,512006.00,7267.00,2121.00,3851.00,1355.00,4509.00,3669.00,117.00,0
48.00,37.00,105.00,948699.00,110160.00,9360.00,4367.00,5011.00,12852.00,10582.00,1515.00,0
53.00,60.00,120.00,1919584.00,88943.00,292253.00,58688.00,43479.00,36743.00,73767.00,6521.00,0
47.00,61.00,-374.00,550949.00,53305.00,28368.00,24640.00,16889.00,21104.00,7208.00,2106.00,0
40.00,43.00,260.00,702089.00,120841.00,5428.00,7264.00,14071.00,26289.00,10241.00,2437.00,0
38.00,57.00,-18.00,334158.00,20185.00,5089.00,5469.00,3346.00,2794.00,2950.00,482.00,0
41.00,44.00,-142.00,471954.00,49925.00,18830.00,25278.00,11968.00,11189.00,16537.00,1049.00,0
41.00,50.00,-60.00,832888.00,16028.00,17297.00,16782.00,10548.00,10485.00,22640.00,619.00,0
41.00,75.00,296.00,122270.00,84491.00,51870.00,36144.00,6303.00,30736.00,7976.00,928.00,0
43.00,74.00,51.00,1180997.00,98327.00,9221.00,35890.00,4691.00,13486.00,11677.00,1170.00,0
41.00,66.00,-101.00,500310.00,190306.00,33109.00,38856.00,3114.00,26692.00,4507.00,811.00,0
43.00,56.00,-30.00,1020609.00,245408.00,67206.00,97320.00,93809.00,98682.00,49927.00,6195.00,0
40.00,56.00,153.00,1247072.00,162541.00,41398.00,111663.00,21837.00,42860.00,35276.00,5035.00,0
44.00,67.00,17.00,351002.00,8366.00,4487.00,7927.00,1148.00,3468.00,6581.00,547.00,0
40.00,74.00,-88.00,1484460.00,94147.00,48312.00,24192.00,22039.00,9231.00,10871.00,562.00,0
40.00,80.00,180.00,1236563.00,25853.00,10184.00,21150.00,7212.00,13390.00,11603.00,3029.00,0
43.00,77.00,292.00,1312205.00,137334.00,30955.00,70445.00,10477.00,41190.00,6494.00,2427.00,0
41.00,74.00,52.00,958902.00,325895.00,106867.00,197797.00,24468.00,83357.00,46962.00,2875.00,0
44.00,69.00,-121.00,678950.00,88338.00,10199.00,27113.00,6126.00,10492.00,12909.00,2603.00,0
29.00,74.00,-53.00,186423.00,102780.00,72163.00,37261.00,4812.00,12817.00,8329.00,1269.00,0
21.00,77.00,216.00,319775.00,16034.00,11611.00,3080.00,1470.00,2815.00,5261.00,519.00,0
16.00,70.00,442.00,1912291.00,54800.00,3876.00,28156.00,7815.00,6235.00,5890.00,1778.00,0
11.00,77.00,53.00,1162034.00,97590.00,63827.00,11645.00,8121.00,9856.00,12191.00,2101.00,0
23.00,67.00,-36.00,167111.00,77604.00,1205.00,46465.00,3798.00,24960.00,10196.00,1328.00,0
37.00,70.00,123.00,94720.00,4612.00,5419.00,4329.00,2146.00,4090.00,2077.00,417.00,0
34.00,80.00,0.00,468020.00,75522.00,48574.00,51101.00,12722.00,8862.00,12311.00,1711.00,0
38.00,81.00,-117.00,831123.00,78460.00,61951.00,26291.00,17825.00,16270.00,29143.00,4918.00,0
40.00,88.00,-330.00,202849.00,5062.00,1093.00,7601.00,2011.00,3145.00,2232.00,352.00,0
27.00,78.00,121.00,151132.00,12694.00,2397.00,4615.00,2237.00,1811.00,2866.00,807.00,0
